ID,DAILY_DEPOSIT_LIMIT,DAILY_DEPOSIT_TIMESTAMP,DAILY_BET_LIMIT,DAILY_BET_TIMESTAMP,WEEKLY_DEPOSIT_LIMIT,WEEKLY_DEPOSIT_TIMESTAMP,WEEKLY_BET_LIMIT,WEEKLY_BET_TIMESTAMP,MONTHLY_DEPOSIT_LIMIT,MONTHLY_DEPOSIT_TIMESTAMP,MONTHLY_BET_LIMIT,MONTHLY_BET_TIMESTAMP,SOFT_DELETION
117,55577476150,2018-10-28 03:24:50,21008970962,2019-05-27 21:53:15,58265994732,2018-10-27 06:18:17,82246663711,2019-04-28 20:11:42,31349655409,2019-10-04 19:41:48,79993914078,2018-12-17 16:02:00,DELETED
118,74846585842,2019-06-07 17:01:28,61062319177,2019-01-27 23:01:10,78005103986,2019-10-17 23:36:43,68688627795,2019-02-05 10:43:02,25475508146,2019-01-01 06:11:34,62181998557,2018-11-26 08:18:09,DELETED
119,48042048493,2018-12-24 16:06:11,4696531680,2019-07-09 09:22:42,20265547542,2019-06-15 01:49:59,81672828616,2019-01-10 12:38:55,91445555969,2018-12-02 19:40:32,11966730676,2019-06-28 19:17:52,DELETED
120,35973337191,2019-08-25 02:40:40,63541638957,2019-01-29 07:38:23,39048726114,2019-01-16 12:41:40,34015736494,2019-08-03 12:44:33,94434577374,2019-06-25 19:11:32,68020519156,2019-04-01 02:59:53,DELETED
121,14362171495,2018-11-04 00:02:52,10857953831,2018-11-24 01:15:34,95586417056,2019-08-31 09:16:18,45762107590,2018-10-20 03:32:37,51707466271,2019-07-27 19:04:14,15583321238,2019-07-20 22:48:33,ENABLED
122,53844250036,2019-04-25 20:41:16,24907772303,2019-08-26 11:32:04,98005655793,2019-04-01 19:04:22,51476905135,2019-10-08 02:15:03,45601528763,2019-07-28 09:27:22,15754995235,2019-06-15 01:07:49,DELETED
123,42128753073,2018-11-10 06:37:00,26090482440,2018-11-18 05:22:50,69926492750,2019-06-01 17:08:37,57461159289,2019-07-23 02:30:42,60247186009,2019-09-16 21:57:07,52173827415,2019-09-17 12:11:54,ENABLED
124,7488086102,2019-08-16 11:55:10,46773832007,2018-11-15 19:51:27,72307554431,2019-01-16 10:18:05,78700922418,2019-10-06 16:18:25,38146434603,2018-11-12 05:22:34,68075964383,2019-08-01 18:37:16,DELETED
125,68601799848,2019-02-18 16:37:28,71820179377,2019-06-07 02:51:10,92140926603,2019-01-14 01:54:52,4816331287,2018-12-12 03:02:44,4978559809,2019-03-28 10:11:35,57988053328,2018-11-22 11:53:51,DELETED
126,23829242542,2019-07-25 07:46:10,40750119261,2019-04-04 20:44:45,42956332933,2019-05-03 08:30:15,32547432876,2018-11-22 05:11:46,26324751263,2019-08-24 04:14:35,99889157913,2019-03-19 00:38:14,ENABLED
127,94318563282,2019-02-14 09:20:07,91558006583,2019-02-20 10:33:17,37145115970,2019-01-13 06:31:08,42674541495,2018-12-21 22:26:13,11279431793,2019-05-01 10:18:23,68247962396,2019-05-09 09:52:02,ENABLED
128,44172455237,2018-12-01 05:34:26,77740586245,2019-01-20 12:03:57,24386340937,2019-04-03 03:41:12,63317316041,2019-09-07 03:08:41,67915288470,2019-02-10 02:55:06,67094065644,2018-12-13 01:35:24,DELETED
129,67672696367,2019-10-16 09:44:48,9120350582,2019-05-02 14:42:09,55809198228,2019-01-28 11:54:37,32108869571,2019-01-31 08:10:19,45405206245,2019-09-05 22:47:01,97173857983,2019-07-29 15:03:35,ENABLED
130,14945064283,2019-03-08 02:41:24,58656643718,2019-02-09 16:40:45,53670123375,2019-06-14 18:16:27,62672602741,2019-07-19 02:29:40,71496133604,2019-08-13 03:20:40,14926505425,2019-02-18 19:32:39,ENABLED
131,78544115146,2019-06-04 20:12:16,92806807434,2019-08-29 06:28:59,25377771564,2019-08-26 13:28:33,19871816364,2019-10-15 07:56:57,98425110581,2019-08-03 22:41:33,52912342376,2019-09-12 03:19:11,DELETED
132,31548600425,2019-07-20 09:40:19,31977706303,2019-03-26 21:00:34,89878539011,2019-10-17 08:15:49,24293370111,2019-04-29 03:12:46,71816999958,2019-05-02 17:06:04,86741195427,2019-05-08 21:42:32,ENABLED
133,44816792840,2019-05-22 02:00:55,16305073871,2019-10-05 19:21:58,83351369770,2018-11-15 12:04:33,10104888327,2019-08-15 23:10:52,38226250444,2019-04-24 14:52:24,15277254062,2018-10-22 12:40:49,ENABLED
134,47816162249,2018-12-11 01:14:29,46864602764,2019-04-17 19:28:50,64720770959,2019-07-07 09:25:26,33229266695,2018-12-21 23:35:15,39089585310,2019-08-09 01:14:15,93370563181,2019-01-27 15:53:06,ENABLED
135,84583425831,2019-04-26 07:16:40,71877209113,2018-11-21 10:10:27,96162620150,2019-04-06 21:22:40,96016211464,2019-05-03 15:04:01,86719233870,2019-06-08 05:27:16,41201969935,2018-11-18 22:33:30,DELETED
136,39623222100,2018-12-14 03:23:33,34758866530,2019-06-02 19:50:02,67637259210,2019-04-26 05:41:21,39535557129,2019-02-21 01:04:27,23186010092,2019-08-06 09:48:31,76114350022,2019-08-13 10:54:34,ENABLED
137,2248837035,2019-07-12 23:12:50,53983506345,2019-08-10 08:20:35,33102125950,2019-04-13 10:26:53,93828766215,2018-12-28 22:34:20,80248645367,2019-09-03 05:34:19,75679481068,2019-10-11 06:32:44,DELETED
138,70448492256,2019-02-07 20:39:32,14305808499,2019-06-24 13:42:54,45167022629,2019-07-24 08:55:46,56130155973,2019-05-04 05:45:56,94273652269,2019-01-07 03:26:39,51404973840,2019-06-30 10:54:27,DELETED
139,96256496048,2019-01-21 01:21:24,67972695453,2019-02-01 01:02:23,33621655452,2019-05-14 11:59:13,42071513882,2019-09-21 15:41:00,89174135889,2018-11-29 06:02:29,14361021488,2019-01-27 22:41:44,DELETED
140,90544937400,2019-04-19 12:00:46,53253871608,2019-05-28 05:08:05,13838650341,2019-02-03 09:44:39,78473616024,2019-05-19 05:05:06,17821800246,2019-05-13 18:55:57,86150774564,2019-09-24 22:08:01,DELETED
141,82099934648,2019-06-23 00:53:05,15059407952,2019-03-24 12:35:45,22104669786,2019-06-15 03:59:17,32540302961,2019-10-12 03:41:46,34938080892,2019-01-01 21:36:20,53895937010,2019-08-05 06:22:58,ENABLED
142,8965339350,2019-02-03 02:22:06,59925058735,2018-12-14 09:20:36,60329841635,2018-12-07 18:33:30,58339591997,2019-10-12 04:42:02,7847688549,2019-03-07 01:21:36,11492936098,2019-08-30 19:24:47,ENABLED
143,12274870610,2018-12-08 20:44:42,61945312426,2018-12-01 22:39:04,83399231657,2019-08-27 12:19:47,76543062832,2018-12-16 14:49:57,29205640719,2019-09-16 15:02:18,37417365795,2019-08-21 21:46:09,DELETED
144,98380190078,2019-01-31 09:28:26,18589281972,2019-03-25 20:46:41,63806123288,2019-04-06 18:13:13,77288799357,2019-10-19 14:43:48,67800636763,2019-05-16 08:35:51,94408383695,2019-05-07 08:59:52,DELETED
145,64291414413,2018-12-21 22:34:24,42113346840,2019-10-05 11:05:36,99555936790,2019-09-28 09:26:01,82349461097,2018-11-08 00:44:34,13681203991,2019-08-01 06:12:27,12854689234,2019-05-02 18:33:23,ENABLED
146,74211180117,2019-01-18 12:27:08,82301138257,2019-06-21 12:33:33,36493557463,2019-08-11 23:25:28,69863715265,2019-06-18 01:56:43,11346114726,2019-04-01 00:45:49,90067947644,2019-07-01 22:11:13,ENABLED
147,59111988456,2019-06-17 23:12:25,19206218555,2019-02-21 09:31:27,16752033363,2019-04-15 21:42:31,52451106074,2019-09-13 22:39:39,34216155159,2019-04-14 02:59:47,69579919918,2019-04-20 08:08:19,ENABLED
148,15709221944,2019-08-18 03:16:19,12464706762,2019-07-19 02:32:49,6972562292,2019-07-28 07:06:45,15843240403,2018-12-12 07:43:30,17441482105,2019-04-28 15:12:32,44339636851,2019-07-22 13:06:25,DELETED
149,67521880947,2019-05-18 18:24:58,34527321841,2019-08-04 10:49:40,96469629972,2019-04-02 00:28:28,38287040682,2018-12-18 06:31:28,37880726732,2019-04-22 11:44:42,21872140076,2019-05-28 16:43:14,ENABLED
150,64377173010,2019-04-30 21:54:46,5328255454,2019-08-06 15:08:21,63310773018,2018-12-30 07:13:58,11747856592,2019-09-23 09:27:44,92704440966,2019-10-13 09:19:33,71818114081,2018-11-14 23:10:02,ENABLED
151,42278116917,2019-02-24 02:52:36,70068616114,2019-04-28 09:01:55,13021266897,2019-10-12 05:09:36,79259028225,2019-09-08 11:46:26,9734522938,2018-11-22 17:53:39,71719802039,2019-07-01 07:31:49,DELETED
152,60609791913,2019-05-20 17:38:05,89449015090,2019-04-12 01:13:14,92002915803,2018-11-27 21:57:44,68588253669,2019-02-23 13:04:29,80435234304,2019-03-28 03:08:54,11644238946,2019-04-02 18:47:12,ENABLED
153,97943859151,2019-10-15 11:55:26,3513316584,2019-10-09 02:46:45,83297792668,2019-10-13 08:23:53,21594955121,2019-08-05 01:37:41,55733751262,2019-03-01 06:47:50,22281431174,2019-02-22 02:19:26,ENABLED
154,96377737558,2019-02-25 14:52:26,44850711641,2018-12-31 15:37:18,22309726410,2018-11-19 13:14:38,42749363028,2019-01-25 07:25:22,5826193662,2019-09-09 03:11:59,10305736191,2019-03-28 11:12:30,ENABLED
155,4395211153,2019-09-14 04:16:21,17693904295,2019-10-17 08:25:27,73052126470,2018-12-10 15:19:56,28139341178,2019-05-09 07:05:30,95529309634,2018-12-27 01:24:09,44964643776,2018-11-27 07:55:28,DELETED
156,40725553027,2019-10-16 21:50:41,79997447677,2019-04-03 05:39:07,84017379041,2019-03-31 08:09:06,28843953552,2019-08-07 16:47:26,81231893205,2019-03-15 15:17:03,49218729731,2019-04-10 12:03:29,ENABLED
157,34425981734,2019-03-12 09:41:40,43348584279,2019-09-20 22:28:16,63431990523,2019-07-20 16:05:13,35776032623,2018-10-27 05:35:54,32309704636,2018-11-24 12:44:39,37703733435,2019-09-26 13:36:10,DELETED
158,33354070827,2018-10-31 07:51:54,78419489857,2018-12-02 10:40:55,31804749215,2019-01-29 02:10:34,84142852650,2019-03-08 03:38:34,20876734271,2019-10-08 15:18:52,59814667058,2019-06-25 21:31:54,ENABLED
159,87612768029,2019-08-09 21:00:33,64270609421,2019-07-12 23:33:08,65532134663,2019-10-18 06:37:00,37771945839,2019-02-05 15:16:30,86471606425,2019-05-19 07:04:18,30946157566,2019-04-08 12:01:34,DELETED
160,74501961698,2019-06-12 02:43:03,4431474009,2019-08-03 08:47:08,31340145576,2019-01-03 19:35:15,75960733944,2019-05-23 00:07:19,49373359448,2019-03-20 01:00:36,75852314214,2019-07-10 16:14:52,ENABLED
161,40340038420,2019-04-20 17:59:43,87883890758,2019-06-19 13:26:52,29924053324,2019-03-21 07:51:09,94212184059,2019-08-17 05:40:37,82877044328,2019-07-02 00:15:30,42960553002,2019-03-15 09:14:51,DELETED
162,95039873709,2019-01-17 20:54:48,55400767455,2018-11-17 15:20:08,90079982988,2019-04-28 19:00:53,76962530221,2018-11-04 14:02:22,92188666597,2019-06-11 02:09:26,17099522372,2019-06-22 07:10:33,DELETED
163,21290825088,2019-03-19 00:50:46,76959794288,2019-01-16 00:03:02,35828819380,2019-05-14 15:52:23,23114709532,2019-01-12 19:24:05,86767986626,2018-12-30 16:28:01,71458931382,2019-04-16 13:24:21,ENABLED
164,20419341592,2018-11-10 10:42:19,47344701830,2019-06-03 17:58:03,94452541253,2019-09-02 19:12:30,69925912271,2018-11-06 11:43:16,13344273859,2019-09-25 21:41:31,74149537540,2019-01-03 18:09:19,DELETED
165,84602039154,2019-02-24 19:11:46,68224435477,2019-02-05 14:42:52,37049918088,2019-06-12 13:50:12,81228334295,2019-04-21 23:39:56,11370147887,2018-11-21 10:31:20,11817411699,2019-01-17 09:25:14,DELETED
166,15985432002,2018-10-27 09:15:52,54889779270,2019-07-27 22:09:41,98512876853,2019-05-27 12:24:12,95983546681,2019-05-10 06:49:22,56556082367,2019-03-19 22:29:48,59448679080,2019-05-31 19:43:57,DELETED
167,97357335766,2019-06-06 18:34:51,34148070490,2019-04-25 10:59:29,48165194585,2019-03-16 03:54:34,58392271419,2018-10-31 22:11:24,95975553182,2019-05-22 01:38:47,51361469531,2019-09-10 12:53:25,DELETED
168,35057425023,2019-04-06 12:13:39,4442412344,2019-08-21 09:04:12,65604277502,2019-04-02 19:46:47,11100025896,2019-01-23 13:46:26,49782142719,2019-01-07 08:18:13,94040330588,2019-06-26 22:44:37,ENABLED
169,58984099972,2019-09-17 16:10:49,26992285635,2019-08-16 06:19:18,34790872120,2019-08-23 18:30:04,44760380941,2019-05-11 22:56:43,19430934472,2018-10-29 10:28:03,6579047830,2018-11-24 21:28:45,ENABLED
170,73893732165,2019-08-24 16:51:34,20917846562,2019-09-19 10:57:56,50006463500,2019-05-22 05:18:24,22602050397,2019-09-15 04:55:35,43133565387,2019-05-05 23:38:01,80836179054,2019-07-24 06:09:20,ENABLED
171,46408415207,2019-08-20 15:36:20,96476965259,2019-03-12 03:28:58,99536237906,2019-01-10 21:22:34,4088466433,2019-07-22 22:18:56,16426237131,2018-12-04 08:30:18,9815642478,2019-10-11 00:08:05,DELETED
172,388716637,2019-10-01 00:20:17,1357572932,2019-03-11 19:11:01,35330816528,2019-03-08 01:43:24,42966841534,2019-01-25 14:01:46,81467170527,2018-12-28 00:56:56,36738493299,2019-02-25 04:33:12,DELETED
173,80908705719,2019-01-06 09:05:32,55659675520,2019-05-12 03:33:24,7826730949,2019-08-08 01:42:44,11507674031,2018-12-16 02:37:09,74987760481,2019-07-07 07:34:08,17187079289,2018-12-27 21:01:04,ENABLED
174,88228517133,2019-06-26 16:28:09,36230685460,2019-04-18 23:29:42,79634545722,2019-10-05 20:39:15,45098498141,2019-10-09 05:12:40,51129748701,2019-08-06 05:32:11,77947911089,2018-10-28 12:50:54,ENABLED
175,91693606551,2019-01-19 07:52:15,38103263084,2019-01-03 09:11:10,20781058961,2019-02-15 14:28:09,73763513751,2019-03-17 09:24:34,55630036850,2018-11-29 13:14:21,34960124688,2019-07-22 11:45:20,ENABLED
176,1448273889,2019-03-04 21:56:35,53143193914,2019-05-19 02:54:18,58772630496,2018-12-14 20:07:54,5876057256,2019-04-29 19:17:37,49681282711,2018-11-06 12:05:11,50966186430,2018-12-12 07:24:41,ENABLED
177,37215232465,2019-05-06 10:40:34,11529893433,2019-08-10 23:36:53,24401486288,2019-04-12 08:47:20,15648576388,2019-01-23 16:03:27,4410133711,2018-12-19 06:22:02,6388221144,2019-02-20 01:40:56,DELETED
178,32735651941,2019-07-01 17:35:25,10910726712,2018-12-24 04:18:07,19848355017,2019-09-05 19:38:14,58098272356,2019-03-12 08:18:14,27919866361,2019-09-24 13:08:48,54933393260,2019-01-30 02:30:39,DELETED
179,2658705176,2019-09-28 13:06:09,26067034000,2019-01-10 21:33:33,45182855139,2018-12-29 12:07:25,66622047508,2019-06-08 09:42:32,6098578568,2019-09-19 09:14:45,13148411532,2019-03-26 19:29:52,ENABLED
180,1657368598,2019-07-29 12:10:36,22939053512,2018-11-02 20:12:51,51992301652,2019-01-08 16:38:06,5943985735,2019-10-04 13:25:53,68457390145,2019-04-03 16:59:46,15503311631,2019-02-25 15:14:04,DELETED
181,98042620975,2018-10-28 19:20:52,85424052717,2019-02-23 01:30:38,47474271962,2019-01-29 15:32:04,67420081123,2018-11-07 11:57:28,55792663622,2019-10-08 01:42:00,33656347156,2019-06-06 07:51:04,DELETED
182,16235635955,2019-09-30 23:16:07,75498555026,2019-08-24 03:51:08,87356425273,2019-08-11 03:23:33,79436868763,2019-09-14 18:44:41,76599892677,2018-11-05 05:06:32,46891267261,2018-10-21 11:06:07,ENABLED
183,51141874299,2019-07-20 04:44:01,94449657970,2018-10-23 19:46:21,3153643073,2019-09-05 16:15:59,19537471224,2019-10-11 10:51:26,67720231947,2019-02-25 10:12:00,97567518554,2019-08-16 23:26:29,DELETED
184,49907441752,2019-02-23 22:02:18,44046819543,2019-01-31 10:00:55,35645278365,2019-09-16 19:47:00,84889305654,2019-09-17 21:35:44,74127328382,2019-07-12 05:49:04,75219569120,2018-11-15 15:08:11,DELETED
185,34933260644,2019-10-13 01:43:22,33050797603,2019-09-09 19:17:15,54395529910,2019-09-08 11:13:38,89807861588,2018-11-04 08:57:02,10546723437,2019-06-17 18:02:55,64307329424,2019-05-19 09:04:17,ENABLED
186,96721477029,2019-04-18 17:35:10,56178224073,2019-01-27 15:01:13,92099957151,2018-12-05 10:26:15,43365602264,2019-06-28 13:20:10,50072683690,2019-03-18 23:24:20,32320696217,2019-01-20 20:29:25,ENABLED
187,35213839188,2018-11-05 03:38:30,18964610795,2019-06-09 14:05:03,5365900337,2019-03-03 11:23:14,25526531666,2019-04-18 22:18:21,13229540316,2019-03-06 19:12:16,81052845839,2018-12-13 16:39:08,ENABLED
188,85161485735,2019-05-09 09:37:53,15675806474,2019-03-21 03:17:37,36080525820,2019-02-11 14:50:18,52161053122,2019-08-17 03:37:05,68313339920,2019-04-25 16:36:09,74295301923,2019-02-16 12:06:07,DELETED
189,36811873571,2019-04-07 14:28:37,80573680632,2019-02-04 13:42:02,18361078411,2018-12-22 12:25:01,72602500457,2019-05-19 00:42:17,85816854388,2019-05-02 06:12:11,20186594094,2019-01-09 01:47:36,ENABLED
190,31808773902,2019-01-19 00:54:28,89772361493,2019-08-10 05:26:21,19706699867,2019-01-18 07:00:32,54659843025,2019-06-25 03:28:07,77785010406,2018-11-19 19:02:25,88858608870,2019-07-22 18:43:09,DELETED
191,38205987878,2019-06-01 19:42:18,98460413635,2019-05-16 20:46:47,99170580876,2018-11-02 18:48:23,61127988152,2018-12-02 08:19:12,98564877529,2018-11-06 15:15:03,94809183046,2019-09-30 23:26:18,ENABLED
192,74459061577,2019-03-26 20:40:21,27361506387,2019-09-08 23:06:37,53065297888,2018-12-21 20:53:31,23840755865,2018-12-18 12:25:57,51996086184,2019-06-09 16:12:58,29812463007,2019-07-01 10:29:28,DELETED
193,79354128695,2019-09-14 04:30:37,7127841135,2019-09-30 13:05:19,45764877964,2018-12-27 19:13:17,4614437618,2019-05-03 03:20:33,45253097260,2019-09-19 18:28:25,36902261300,2019-09-09 16:40:17,ENABLED
194,66276247719,2019-02-03 00:25:10,4100256611,2018-11-09 12:41:54,261854659,2019-04-01 22:19:47,61599683725,2019-08-27 03:51:03,89936401647,2019-05-08 19:29:59,97300819508,2019-07-20 09:37:02,DELETED
195,57876993397,2019-09-29 01:32:02,73890474127,2019-02-02 20:08:40,4057511722,2019-02-09 00:46:35,58172333470,2018-12-22 01:20:45,82111122022,2019-02-08 02:18:52,70276256401,2019-09-29 08:13:06,ENABLED
196,52588701818,2019-03-13 20:07:34,10914355481,2019-01-25 12:58:11,46030441071,2019-08-03 18:13:24,41094094040,2019-02-23 13:25:09,10535069715,2019-07-03 20:55:57,43847171000,2018-12-21 22:20:35,DELETED
197,96489839736,2019-09-26 09:02:43,17775876495,2019-03-14 00:14:53,28192731151,2018-12-03 11:42:05,29973892117,2018-12-23 10:34:17,43006500237,2019-08-24 09:14:27,40803562906,2019-06-22 00:47:37,ENABLED
198,92616193870,2019-05-19 00:36:12,89674812831,2019-08-23 06:51:37,42450762823,2019-01-27 18:43:47,21218319992,2018-12-22 16:12:33,53941328855,2019-04-27 22:20:40,38863277823,2019-01-19 17:13:41,ENABLED
199,96874917769,2019-08-21 22:53:57,79561184065,2019-03-22 02:48:41,96554881122,2018-11-27 09:48:48,33429468676,2019-03-30 09:41:43,69614053942,2019-03-26 03:12:20,8301246751,2019-04-05 11:02:14,ENABLED
200,74743427801,2019-07-22 17:09:58,54844211187,2018-11-04 01:21:56,12378958298,2019-03-04 21:56:35,57745960901,2018-12-22 16:00:56,95393275416,2019-05-25 17:31:13,76125009872,2019-04-10 22:26:33,DELETED
201,2227834444,2019-01-03 11:03:25,84990128502,2019-02-10 11:56:43,85434186734,2019-01-30 19:14:32,41076776265,2019-08-15 06:33:53,72433063613,2019-07-23 19:06:27,65072516589,2019-09-08 04:25:02,ENABLED
202,29796193047,2019-04-10 05:06:07,31169793802,2018-11-24 02:56:23,44673982061,2019-01-25 12:44:42,68890825148,2019-10-13 06:27:55,87954165006,2019-08-15 02:22:56,94596912927,2018-11-25 07:13:58,DELETED
203,23807907759,2019-07-05 11:44:14,72848440968,2019-05-22 22:46:56,82708511150,2019-09-09 03:44:18,93374793088,2019-08-19 21:28:49,46941177583,2019-09-24 23:20:02,6642708837,2019-03-17 17:45:22,ENABLED
204,49560120712,2018-11-14 13:59:29,6379194499,2018-11-05 10:28:30,7481026060,2019-04-15 00:32:41,27503493961,2019-05-22 10:38:45,70975596641,2019-09-11 08:45:28,79153298309,2019-03-07 03:07:15,ENABLED
205,94399725935,2019-10-05 17:11:28,57932684171,2019-09-19 08:51:07,61844441081,2018-12-10 06:05:48,92970142081,2019-04-15 19:02:49,82194920529,2019-01-24 11:40:56,88563734689,2019-04-03 11:49:50,ENABLED
206,79364274739,2019-04-05 02:35:31,75320519035,2019-07-09 01:43:03,75017265016,2019-08-18 19:45:11,15145567176,2019-04-09 12:14:02,80993090403,2019-06-20 10:51:02,57554891200,2019-07-14 07:44:02,DELETED
207,38623698725,2019-10-13 14:16:34,50595870194,2019-03-12 18:01:44,22550816387,2018-12-13 03:54:39,57719143597,2019-08-16 00:33:31,16351764006,2019-02-26 13:36:18,94119985707,2019-04-20 21:46:09,ENABLED
208,16599829955,2019-06-24 22:09:34,18108867801,2019-01-18 06:13:27,94696674950,2019-04-06 05:57:10,12061876239,2019-09-07 01:59:54,68034062549,2019-02-25 16:48:48,92660201802,2019-08-08 12:30:43,DELETED
209,92685157560,2019-07-04 16:55:55,25952105445,2019-08-07 08:39:41,72470629401,2019-05-17 04:08:49,23392646233,2019-10-15 10:45:22,60649302065,2019-05-19 10:37:12,58606700720,2019-07-15 20:13:46,ENABLED
210,19236252890,2018-10-27 12:12:16,37229627404,2019-04-22 14:32:57,29354171753,2019-08-13 04:13:21,95865524761,2019-07-28 00:32:00,19639192276,2019-08-20 10:01:09,31344832647,2019-08-31 05:56:44,ENABLED
211,42350892888,2019-05-31 05:30:12,56544069837,2019-10-01 12:01:29,6487930234,2019-08-24 18:56:49,66859387034,2019-01-12 15:23:02,70022829453,2019-04-07 15:49:07,94437297622,2019-08-05 01:26:20,DELETED
212,33575824931,2019-01-23 01:46:14,69245992986,2019-04-21 03:32:35,12123643520,2019-06-28 05:27:10,74669084311,2019-04-08 20:43:08,13889957903,2019-01-07 09:56:23,72287794114,2018-12-12 10:39:34,ENABLED
213,97838160708,2019-03-30 07:44:47,78014533840,2019-04-16 11:24:08,24939283831,2019-09-08 00:06:44,49452768785,2019-10-08 12:35:58,17315575514,2019-09-14 18:38:05,45571337710,2019-03-30 20:40:45,DELETED
214,45801115923,2018-12-10 23:53:54,47063995190,2018-12-30 16:48:14,80562717884,2019-01-15 05:40:34,33227043015,2019-10-14 15:12:21,70916550164,2018-11-22 07:19:15,7070152000,2019-02-20 13:20:52,DELETED
215,38369618959,2019-05-13 13:49:47,71241038246,2019-09-18 21:43:52,75706537375,2018-11-25 08:38:49,66170234627,2019-09-08 13:11:47,51318598546,2019-08-08 10:14:19,91989685301,2019-06-24 08:09:35,DELETED
216,41851676024,2019-09-06 04:07:43,75576322209,2019-09-22 08:34:01,58855230804,2019-08-20 23:31:51,92589944524,2018-11-28 21:24:27,43777224791,2019-05-27 23:36:07,55591535524,2019-03-21 11:27:49,ENABLED
217,32974388799,2019-02-11 15:33:10,45303158088,2019-01-11 14:09:36,45921535456,2019-01-22 19:33:30,22562865932,2019-04-26 14:55:56,90727369996,2019-01-09 00:37:52,10691538589,2019-01-28 23:42:30,ENABLED
218,5363939291,2019-10-03 05:34:22,21245862034,2019-08-26 16:10:10,97941262708,2019-05-28 09:28:11,23650510038,2019-10-08 18:40:29,76992321720,2019-01-15 16:50:43,3083803233,2018-11-29 06:17:44,ENABLED
219,84932103597,2019-07-30 06:25:20,12523664222,2019-08-28 18:46:56,2133628684,2019-01-18 08:01:46,42755795240,2019-08-31 07:52:53,53545145416,2019-05-30 18:38:21,54820528187,2018-11-11 16:28:37,DELETED
220,15964342450,2019-01-01 09:05:59,69507570423,2019-07-17 10:27:58,98946266851,2018-11-05 14:23:00,50666335601,2019-04-10 22:36:51,10527740874,2019-10-03 03:17:22,67066272124,2019-03-19 22:08:05,ENABLED
221,87200694778,2019-09-01 22:03:41,45379848568,2019-08-30 16:42:53,57916591368,2019-09-03 20:56:04,73366650110,2019-02-17 19:58:31,95077490850,2019-06-29 04:03:58,35376921176,2018-12-24 23:51:08,DELETED
222,84161156295,2019-09-07 01:04:35,47097637417,2019-06-25 11:53:36,13731660900,2019-10-13 06:52:18,72645123290,2019-06-21 08:13:36,8945269874,2019-07-03 07:22:28,23579622301,2019-01-08 14:11:41,DELETED
223,42427062515,2019-07-13 23:38:15,62730878784,2019-02-21 17:32:07,9018024746,2019-06-02 08:38:41,91362356471,2019-09-05 16:12:50,7847335508,2019-05-25 01:57:41,35584603292,2019-07-02 06:15:23,DELETED
224,46597120249,2019-10-10 10:53:04,96477908313,2018-11-17 03:20:37,33898689743,2019-09-21 11:55:12,48687002969,2019-05-01 19:14:43,59921591161,2019-01-09 18:01:28,98879339350,2018-10-31 16:34:24,DELETED
225,59230165317,2018-11-28 17:06:37,79504364808,2019-04-20 01:03:24,90356256399,2018-12-06 04:36:05,8312835269,2019-02-12 13:40:07,25854272579,2019-02-25 23:27:19,52761400453,2019-02-15 21:45:34,DELETED
226,75840906873,2018-11-28 14:04:00,4724570954,2019-07-14 17:38:57,16116501613,2019-06-30 15:56:04,28297833935,2019-08-29 23:31:47,86015710969,2019-01-14 23:28:28,10111920463,2019-08-10 17:04:28,ENABLED
227,83281764438,2018-12-07 07:01:53,22096778839,2019-08-23 01:56:03,55971126654,2019-04-01 08:10:02,24722689109,2019-08-27 16:32:45,96641594324,2019-02-21 08:42:32,48412479122,2019-07-20 11:22:39,ENABLED
228,38360869407,2019-01-14 01:11:14,66721929050,2018-11-20 10:56:28,43135060369,2018-12-13 23:10:43,90645510444,2019-07-19 11:01:56,53256722062,2019-10-16 12:23:13,25262582486,2019-03-28 04:20:31,DELETED
229,80449356273,2019-03-31 14:52:03,63205444329,2019-03-22 14:28:21,68811047575,2018-12-02 04:59:13,99306863250,2019-03-17 14:40:45,52574065271,2019-08-17 00:01:35,85669843445,2019-09-27 23:30:06,DELETED
230,46433314835,2019-06-29 13:52:34,43366748051,2019-09-13 12:21:55,97183672211,2018-10-29 10:11:40,32351216387,2019-08-08 18:31:22,8184174976,2019-03-27 20:41:16,20010222163,2019-06-24 13:26:23,ENABLED
231,92059052313,2019-09-12 03:32:54,27251718315,2019-08-28 16:56:34,55287820298,2019-01-27 11:28:37,86209560538,2019-03-29 04:20:10,84067724568,2019-04-13 10:58:43,69745387716,2019-06-02 10:57:40,ENABLED
232,13682770246,2019-07-13 11:00:49,56279823452,2019-07-19 17:14:09,66207125623,2019-08-06 15:57:41,69880303270,2018-11-25 11:37:38,32842239401,2019-06-21 14:36:31,87864755097,2019-01-12 00:00:55,DELETED
233,50758877769,2019-05-26 17:30:43,93778661530,2019-08-10 18:34:48,98818994709,2019-06-16 22:53:59,86811955853,2018-11-09 09:45:46,64779442610,2019-08-11 03:03:07,58471270247,2019-06-24 19:28:32,DELETED
234,29226055481,2019-01-29 22:09:05,15939280421,2019-09-12 14:42:07,93333573172,2019-06-23 08:21:37,74301828964,2018-11-07 10:12:58,16012509883,2019-09-17 03:33:32,13532739489,2019-08-25 00:06:00,ENABLED
235,94535487470,2019-05-25 01:29:46,35506068871,2019-04-02 17:16:50,18657652080,2019-05-22 03:30:36,66854299871,2019-06-01 23:42:39,29447869083,2019-07-17 22:54:39,71811544146,2019-04-21 23:35:48,DELETED
